game,game_season,game_year,game_location,country_name,country_code,continent,language,religion,landmass,population,gdp,flag_nr_colors,flag_mainhue,flag_topleft_color,flag_botright_color,gold,silver,bronze
calgary-1988,Winter,1988,Canada,Austria,AUT,84,German,Christian,Europe,7585347,133339397080.129,2,red,red,red,3,5,2
calgary-1988,Winter,1988,Canada,Canada,CAN,9976,English,Christian,N.America,26927938,509380027626.554,2,red,red,red,0,2,3
calgary-1988,Winter,1988,Canada,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,0,1,2
calgary-1988,Winter,1988,Canada,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2
calgary-1988,Winter,1988,Canada,Finland,FIN,337,Other,Christian,Europe,4946629,109058990760.483,2,white,white,white,4,1,2
calgary-1988,Winter,1988,Canada,France,FRA,547,French,Christian,Europe,56361846,1018847043277.17,3,white,blue,red,1,0,1
calgary-1988,Winter,1988,Canada,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,6
calgary-1988,Winter,1988,Canada,Italy,ITA,301,Other,Christian,Europe,56928746,891608957155.608,3,white,green,red,2,1,2
calgary-1988,Winter,1988,Canada,Japan,JPN,372,Other,Other,NA,122476957,3125724434400.79,2,white,white,white,0,0,1
calgary-1988,Winter,1988,Canada,Liechtenstein,LIE,0,German,Christian,Europe,28166,1161757671.01756,3,red,blue,red,0,0,1
calgary-1988,Winter,1988,Canada,Netherlands,NLD,41,Other,Christian,Europe,14825916,261910508417.884,3,red,red,blue,3,2,2
calgary-1988,Winter,1988,Canada,Norway,NOR,324,Other,Christian,Europe,4209471,101900260856.222,3,red,red,red,0,3,2
calgary-1988,Winter,1988,Canada,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,9
calgary-1988,Winter,1988,Canada,Sweden,SWE,450,Other,Christian,Europe,8436358,206986674500.588,2,blue,blue,blue,4,0,2
calgary-1988,Winter,1988,Canada,Switzerland,CHE,41,German,Christian,Europe,6594145,215540625298.982,2,red,red,red,5,5,5
calgary-1988,Winter,1988,Canada,United States,USA,NA,NA,NA,NA,248393235,5236438000000,NA,NA,NA,NA,2,1,3
calgary-1988,Winter,1988,Canada,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,0,2,1
seoul-1988,Summer,1988,Republic of Korea,Argentina,ARG,2777,Spanish,Christian,S.America,31780533,126928000000,2,blue,blue,blue,0,1,1
seoul-1988,Summer,1988,Republic of Korea,Australia,AUS,7690,English,Christian,Oceania,16594102,236154038684.292,3,blue,white,blue,3,6,5
seoul-1988,Summer,1988,Republic of Korea,Austria,AUT,84,German,Christian,Europe,7585347,133339397080.129,2,red,red,red,1,0,0
seoul-1988,Summer,1988,Republic of Korea,Belgium,BEL,31,Other,Christian,Europe,9916567,162299103675.261,3,gold,black,red,0,0,2
seoul-1988,Summer,1988,Republic of Korea,Brazil,BRA,8512,Other,Christian,S.America,143826358,NA,4,green,green,green,1,2,3
seoul-1988,Summer,1988,Republic of Korea,Bulgaria,BGR,111,Other,Other,Europe,8985725,22555941176.4706,5,red,white,red,10,12,13
seoul-1988,Summer,1988,Republic of Korea,Canada,CAN,9976,English,Christian,N.America,26927938,509380027626.554,2,red,red,red,3,2,5
seoul-1988,Summer,1988,Republic of Korea,Chile,CHL,757,Spanish,Christian,S.America,12999429,26042571615.5987,3,red,blue,red,0,1,0
seoul-1988,Summer,1988,Republic of Korea,China,CHN,9561,Chinese,Other,NA,1115244161,312353631207.819,2,red,red,red,5,11,12
seoul-1988,Summer,1988,Republic of Korea,Colombia,COL,1139,Spanish,Christian,S.America,31130528,39212550050.4223,3,gold,gold,red,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Costa Rica,CRI,NA,NA,NA,NA,2968102,4614629898.40348,NA,NA,NA,NA,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,3,3,2
seoul-1988,Summer,1988,Republic of Korea,Denmark,DNK,43,Other,Christian,Europe,5129650,115552846616.653,2,red,red,red,2,1,1
seoul-1988,Summer,1988,Republic of Korea,Djibouti,DJI,22,French,Muslim,Asia,484530,395794538.630775,4,blue,white,green,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Federal Republic of Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,15
seoul-1988,Summer,1988,Republic of Korea,Finland,FIN,337,Other,Christian,Europe,4946629,109058990760.483,2,white,white,white,1,1,2
seoul-1988,Summer,1988,Republic of Korea,France,FRA,547,French,Christian,Europe,56361846,1018847043277.17,3,white,blue,red,6,4,6
seoul-1988,Summer,1988,Republic of Korea,German Democratic Republic (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,35,30
seoul-1988,Summer,1988,Republic of Korea,Greece,GRC,132,Other,Christian,Europe,10177008,76261277924.5736,2,blue,blue,blue,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Hungary,HUN,93,Other,Other,Europe,10440534,29702631093.8815,3,red,red,green,11,6,6
seoul-1988,Summer,1988,Republic of Korea,Indonesia,IDN,1904,Other,Muslim,Oceania,176855069,84300174485.7973,2,red,red,white,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Islamic Republic of Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Italy,ITA,301,Other,Christian,Europe,56928746,891608957155.608,3,white,green,red,6,4,4
seoul-1988,Summer,1988,Republic of Korea,Jamaica,JAM,11,English,Christian,N.America,2345785,3828342820.3494,3,green,gold,gold,0,2,0
seoul-1988,Summer,1988,Republic of Korea,Japan,JPN,372,Other,Other,NA,122476957,3125724434400.79,2,white,white,white,4,3,7
seoul-1988,Summer,1988,Republic of Korea,Kenya,KEN,583,Other,Other,Asia,21356221,8355380879.12955,4,red,black,green,5,2,2
seoul-1988,Summer,1988,Republic of Korea,Mexico,MEX,1973,Spanish,Christian,N.America,79695527,181611150496.787,4,green,green,red,0,0,2
seoul-1988,Summer,1988,Republic of Korea,Mongolia,MNG,1566,Other,Other,NA,2076327,3204461566.66667,3,red,red,red,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Morocco,MAR,447,Arabic,Muslim,Asia,23500528,25705296183.5037,2,red,red,red,1,0,2
seoul-1988,Summer,1988,Republic of Korea,Netherlands,NLD,41,Other,Christian,Europe,14825916,261910508417.884,3,red,red,blue,2,2,5
seoul-1988,Summer,1988,Republic of Korea,Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
seoul-1988,Summer,1988,Republic of Korea,New Zealand,NZL,NA,NA,NA,NA,3316026,45176811594.2029,NA,NA,NA,NA,3,2,8
seoul-1988,Summer,1988,Republic of Korea,Norway,NOR,324,Other,Christian,Europe,4209471,101900260856.222,3,red,red,red,2,3,0
seoul-1988,Summer,1988,Republic of Korea,Pakistan,PAK,804,Other,Muslim,NA,108724741,38472742808.3167,2,green,white,green,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Peru,PER,1285,Spanish,Christian,S.America,21054704,15439408447.2,2,red,red,red,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Philippines,PHL,300,Other,Christian,Oceania,59739056,43152128958.6116,4,blue,blue,red,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Poland,POL,313,Other,Other,Europe,37817862,NA,2,white,white,red,2,5,9
seoul-1988,Summer,1988,Republic of Korea,Portugal,PRT,92,Other,Christian,Europe,10004589,56347250696.3788,5,red,green,red,1,0,0
seoul-1988,Summer,1988,Republic of Korea,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,11
seoul-1988,Summer,1988,Republic of Korea,Romania,ROU,237,Other,Other,Europe,22815434,40424528301.8868,7,red,blue,red,7,11,6
seoul-1988,Summer,1988,Republic of Korea,Senegal,SEN,196,French,Muslim,Asia,7289619,6418419388.63499,3,green,green,red,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,46
seoul-1988,Summer,1988,Republic of Korea,Spain,ESP,505,Spanish,Christian,Europe,38952262,376160409941.437,2,red,red,red,1,1,2
seoul-1988,Summer,1988,Republic of Korea,Suriname,SUR,NA,NA,NA,NA,402230,1161000000,NA,NA,NA,NA,1,0,0
seoul-1988,Summer,1988,Republic of Korea,Sweden,SWE,450,Other,Christian,Europe,8436358,206986674500.588,2,blue,blue,blue,0,4,7
seoul-1988,Summer,1988,Republic of Korea,Switzerland,CHE,41,German,Christian,Europe,6594145,215540625298.982,2,red,red,red,0,2,2
seoul-1988,Summer,1988,Republic of Korea,Thailand,THA,514,Other,Other,NA,52969595,61667253471.3736,3,red,red,red,0,0,1
seoul-1988,Summer,1988,Republic of Korea,Turkey,NA,781,Other,Muslim,NA,53909627,NA,2,red,red,red,1,1,0
seoul-1988,Summer,1988,Republic of Korea,United Kingdom,GBR,NA,NA,NA,NA,57026540,910122732123.799,NA,NA,NA,NA,5,10,9
seoul-1988,Summer,1988,Republic of Korea,United States,USA,NA,NA,NA,NA,248393235,5236438000000,NA,NA,NA,NA,36,31,27
seoul-1988,Summer,1988,Republic of Korea,"Virgin Islands, US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
seoul-1988,Summer,1988,Republic of Korea,Yugoslavia,NA,256,Other,Other,Europe,NA,NA,4,red,blue,red,3,4,5
albertville-1992,Winter,1992,France,Austria,AUT,84,German,Christian,Europe,7842716,195078126721.763,2,red,red,red,6,7,8
albertville-1992,Winter,1992,France,Canada,CAN,9976,English,Christian,N.America,28500065,594387358318.855,2,red,red,red,2,3,2
albertville-1992,Winter,1992,France,China,CHN,9561,Chinese,Other,NA,1184574240,426915712715.856,2,red,red,red,0,3,0
albertville-1992,Winter,1992,France,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,0,0,3
albertville-1992,Winter,1992,France,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
albertville-1992,Winter,1992,France,Finland,FIN,337,Other,Christian,Europe,5042147,112532519246.084,2,white,white,white,3,1,3
albertville-1992,Winter,1992,France,France,FRA,547,French,Christian,Europe,57554865,1401465923172.24,3,white,blue,red,3,5,1
albertville-1992,Winter,1992,France,Germany,DEU,NA,NA,NA,NA,80934901,2131571696931.75,NA,NA,NA,NA,10,10,6
albertville-1992,Winter,1992,France,Italy,ITA,301,Other,Christian,Europe,57124992,1320161644933.23,3,white,green,red,4,6,4
albertville-1992,Winter,1992,France,Japan,JPN,372,Other,Other,NA,124383707,3980702922117.66,2,white,white,white,1,2,4
albertville-1992,Winter,1992,France,Luxembourg,LUX,3,German,Christian,Europe,391973,15518702634.8808,3,red,red,blue,0,2,0
albertville-1992,Winter,1992,France,Netherlands,NLD,41,Other,Christian,Europe,15276786,362962872180.451,3,red,red,blue,1,1,2
albertville-1992,Winter,1992,France,New Zealand,NZL,NA,NA,NA,NA,3532245,41649829859.6342,NA,NA,NA,NA,0,1,0
albertville-1992,Winter,1992,France,Norway,NOR,324,Other,Christian,Europe,4286256,130838040067.584,3,red,red,red,9,6,5
albertville-1992,Winter,1992,France,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
albertville-1992,Winter,1992,France,Spain,ESP,505,Spanish,Christian,Europe,39420344,630916018202.503,2,red,red,red,0,0,1
albertville-1992,Winter,1992,France,Sweden,SWE,450,Other,Christian,Europe,8667577,284321115594.629,2,blue,blue,blue,1,0,3
albertville-1992,Winter,1992,France,Switzerland,CHE,41,German,Christian,Europe,6875049,279921425828.474,2,red,red,red,1,0,2
albertville-1992,Winter,1992,France,Unified Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,8
albertville-1992,Winter,1992,France,United States,USA,NA,NA,NA,NA,259606020,6520327000000,NA,NA,NA,NA,5,4,2
barcelona-1992,Summer,1992,Spain,Algeria,DZA,2388,Arabic,Muslim,Asia,26628568,48003133346.9957,3,green,green,white,1,0,1
barcelona-1992,Summer,1992,Spain,Argentina,ARG,2777,Spanish,Christian,S.America,33693532,228778917308.17,2,blue,blue,blue,0,0,1
barcelona-1992,Summer,1992,Spain,Australia,AUS,7690,English,Christian,Oceania,17549282,325518458076.533,3,blue,white,blue,7,9,11
barcelona-1992,Summer,1992,Spain,Austria,AUT,84,German,Christian,Europe,7842716,195078126721.763,2,red,red,red,0,2,0
barcelona-1992,Summer,1992,Spain,Bahamas,NA,19,English,Christian,N.America,285938,NA,3,blue,blue,blue,0,0,1
barcelona-1992,Summer,1992,Spain,Belgium,BEL,31,Other,Christian,Europe,10045987,234781652446.675,3,gold,black,red,0,1,2
barcelona-1992,Summer,1992,Spain,Brazil,BRA,8512,Other,Christian,S.America,154275077,328191909882.232,4,green,green,green,2,1,0
barcelona-1992,Summer,1992,Spain,Bulgaria,BGR,111,Other,Other,Europe,8559091,10350515463.9175,5,red,white,red,3,7,6
barcelona-1992,Summer,1992,Spain,Canada,CAN,9976,English,Christian,N.America,28500065,594387358318.855,2,red,red,red,7,4,7
barcelona-1992,Summer,1992,Spain,China,CHN,9561,Chinese,Other,NA,1184574240,426915712715.856,2,red,red,red,16,22,15
barcelona-1992,Summer,1992,Spain,Chinese Taipei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
barcelona-1992,Summer,1992,Spain,Colombia,COL,1139,Spanish,Christian,S.America,33760570,58394443377.5416,3,gold,gold,red,0,0,1
barcelona-1992,Summer,1992,Spain,Croatia,HRV,NA,NA,NA,NA,4782238,10621169290.9986,NA,NA,NA,NA,0,1,2
barcelona-1992,Summer,1992,Spain,Cuba,CUB,115,Spanish,Other,N.America,10785807,22085858243.2432,3,blue,blue,blue,14,6,11
barcelona-1992,Summer,1992,Spain,Czechoslovakia,NA,128,Other,Other,Europe,NA,NA,3,white,white,red,4,2,1
barcelona-1992,Summer,1992,Spain,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,5
barcelona-1992,Summer,1992,Spain,Denmark,DNK,43,Other,Christian,Europe,5171371,152915654478.885,2,red,red,red,1,1,4
barcelona-1992,Summer,1992,Spain,Estonia,EST,NA,NA,NA,NA,1540213,NA,NA,NA,NA,NA,1,0,1
barcelona-1992,Summer,1992,Spain,Ethiopia,ETH,1222,Other,Christian,Asia,51853754,10754799036.5745,3,green,green,red,1,0,2
barcelona-1992,Summer,1992,Spain,Finland,FIN,337,Other,Christian,Europe,5042147,112532519246.084,2,white,white,white,1,2,2
barcelona-1992,Summer,1992,Spain,France,FRA,547,French,Christian,Europe,57554865,1401465923172.24,3,white,blue,red,8,5,16
barcelona-1992,Summer,1992,Spain,Germany,DEU,NA,NA,NA,NA,80934901,2131571696931.75,NA,NA,NA,NA,33,21,28
barcelona-1992,Summer,1992,Spain,Ghana,GHA,239,English,Other,Asia,16184862,6416103925.83267,4,red,red,green,0,0,1
barcelona-1992,Summer,1992,Spain,Greece,GRC,132,Other,Christian,Europe,10359894,116224672863.783,2,blue,blue,blue,2,0,0
barcelona-1992,Summer,1992,Spain,Hungary,HUN,93,Other,Other,Europe,10371477,38730585922.2189,3,red,red,green,11,12,7
barcelona-1992,Summer,1992,Spain,Independent Olympic Athletes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2
barcelona-1992,Summer,1992,Spain,Indonesia,IDN,1904,Other,Muslim,Oceania,190043743,128026966579.964,2,red,red,white,2,2,1
barcelona-1992,Summer,1992,Spain,Ireland,IRL,70,English,Christian,Europe,3558417,55918538121.3989,3,white,green,orange,1,1,0
barcelona-1992,Summer,1992,Spain,Islamic Republic of Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2
barcelona-1992,Summer,1992,Spain,Israel,ISR,21,Other,Other,NA,4957239,79002421132.5652,2,white,blue,blue,0,1,1
barcelona-1992,Summer,1992,Spain,Italy,ITA,301,Other,Christian,Europe,57124992,1320161644933.23,3,white,green,red,6,5,8
barcelona-1992,Summer,1992,Spain,Jamaica,JAM,11,English,Christian,N.America,2424697,3535460089.80719,3,green,gold,gold,0,3,1
barcelona-1992,Summer,1992,Spain,Japan,JPN,372,Other,Other,NA,124383707,3980702922117.66,2,white,white,white,3,8,11
barcelona-1992,Summer,1992,Spain,Kenya,KEN,583,Other,Other,Asia,24382466,8209120763.04955,4,red,black,green,2,4,2
barcelona-1992,Summer,1992,Spain,Latvia,LVA,NA,NA,NA,NA,2614832,NA,NA,NA,NA,NA,0,2,1
barcelona-1992,Summer,1992,Spain,Lithuania,LTU,NA,NA,NA,NA,3697553,NA,NA,NA,NA,NA,1,0,1
barcelona-1992,Summer,1992,Spain,Malaysia,MYS,333,Other,Muslim,NA,18834569,59167550162.956,4,red,blue,white,0,0,1
barcelona-1992,Summer,1992,Spain,Mexico,MEX,1973,Spanish,Christian,N.America,86044810,363157832923.734,4,green,green,red,0,1,0
barcelona-1992,Summer,1992,Spain,Mongolia,MNG,1566,Other,Other,NA,2239129,1317611863.84977,3,red,red,red,0,0,2
barcelona-1992,Summer,1992,Spain,Morocco,MAR,447,Arabic,Muslim,Asia,25212469,33711069430.78,2,red,red,red,1,1,1
barcelona-1992,Summer,1992,Spain,Namibia,NAM,NA,NA,NA,NA,1461326,3429521699.4026,NA,NA,NA,NA,0,2,0
barcelona-1992,Summer,1992,Spain,Netherlands,NLD,41,Other,Christian,Europe,15276786,362962872180.451,3,red,red,blue,2,6,7
barcelona-1992,Summer,1992,Spain,New Zealand,NZL,NA,NA,NA,NA,3532245,41649829859.6342,NA,NA,NA,NA,1,4,5
barcelona-1992,Summer,1992,Spain,Nigeria,NGA,925,Other,Muslim,Asia,102372779,52058181853.8055,2,green,green,green,0,3,1
barcelona-1992,Summer,1992,Spain,Norway,NOR,324,Other,Christian,Europe,4286256,130838040067.584,3,red,red,red,2,4,1
barcelona-1992,Summer,1992,Spain,Pakistan,PAK,804,Other,Muslim,NA,123546854,48884671947.4657,2,green,white,green,0,0,1
barcelona-1992,Summer,1992,Spain,Peru,PER,1285,Spanish,Christian,S.America,22946346,35966302303.263,2,red,red,red,0,1,0
barcelona-1992,Summer,1992,Spain,Philippines,PHL,300,Other,Christian,Oceania,65926133,60422328242.1803,4,blue,blue,red,0,0,1
barcelona-1992,Summer,1992,Spain,Poland,POL,313,Other,Other,Europe,38233632,94337050693.2727,2,white,white,red,3,6,10
barcelona-1992,Summer,1992,Spain,Puerto Rico,PRI,NA,NA,NA,NA,3606394,34630430000,NA,NA,NA,NA,0,0,1
barcelona-1992,Summer,1992,Spain,Qatar,QAT,11,Arabic,Muslim,NA,469657,7646153983.51648,2,brown,white,brown,0,0,1
barcelona-1992,Summer,1992,Spain,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,11
barcelona-1992,Summer,1992,Spain,Romania,ROU,237,Other,Other,Europe,22912388,25121666666.6667,7,red,blue,red,4,6,8
barcelona-1992,Summer,1992,Spain,Slovenia,SVN,NA,NA,NA,NA,1995863,14267106463.693,NA,NA,NA,NA,0,0,2
barcelona-1992,Summer,1992,Spain,South Africa,ZAF,NA,NA,NA,NA,42443510,146956150986.636,NA,NA,NA,NA,0,2,0
barcelona-1992,Summer,1992,Spain,Spain,ESP,505,Spanish,Christian,Europe,39420344,630916018202.503,2,red,red,red,13,7,2
barcelona-1992,Summer,1992,Spain,Suriname,SUR,NA,NA,NA,NA,417602,404600000,NA,NA,NA,NA,0,0,1
barcelona-1992,Summer,1992,Spain,Sweden,SWE,450,Other,Christian,Europe,8667577,284321115594.629,2,blue,blue,blue,1,7,4
barcelona-1992,Summer,1992,Spain,Switzerland,CHE,41,German,Christian,Europe,6875049,279921425828.474,2,red,red,red,1,0,0
barcelona-1992,Summer,1992,Spain,Thailand,THA,514,Other,Other,NA,56528829,111452746517.655,3,red,red,red,0,0,1
barcelona-1992,Summer,1992,Spain,Turkey,NA,781,Other,Muslim,NA,57990120,NA,2,red,red,red,2,2,2
barcelona-1992,Summer,1992,Spain,Unified Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,38,29
barcelona-1992,Summer,1992,Spain,United Kingdom,GBR,NA,NA,NA,NA,57719272,1179659529659.53,NA,NA,NA,NA,5,3,12
barcelona-1992,Summer,1992,Spain,United States,USA,NA,NA,NA,NA,259606020,6520327000000,NA,NA,NA,NA,37,34,37
lillehammer-1994,Winter,1994,Norway,Australia,AUS,7690,English,Christian,Oceania,17897430,322802490487.721,3,blue,white,blue,0,0,1
lillehammer-1994,Winter,1994,Norway,Austria,AUT,84,German,Christian,Europe,7938156,203535242741.838,2,red,red,red,2,3,4
lillehammer-1994,Winter,1994,Norway,Belarus,BLR,NA,NA,NA,NA,10230192,14952100840.3361,NA,NA,NA,NA,0,2,0
lillehammer-1994,Winter,1994,Norway,Canada,CAN,9976,English,Christian,N.America,29147382,579944346807.264,2,red,red,red,3,6,4
lillehammer-1994,Winter,1994,Norway,China,CHN,9561,Chinese,Other,NA,1209003100,564321854521.013,2,red,red,red,0,1,2
lillehammer-1994,Winter,1994,Norway,Finland,FIN,337,Other,Christian,Europe,5088454,103299943084.804,2,white,white,white,0,1,5
lillehammer-1994,Winter,1994,Norway,France,FRA,547,French,Christian,Europe,57999868,1393982750472.59,3,white,blue,red,0,1,4
lillehammer-1994,Winter,1994,Norway,Germany,DEU,NA,NA,NA,NA,81773612,2205074123177.05,NA,NA,NA,NA,9,7,8
lillehammer-1994,Winter,1994,Norway,Italy,ITA,301,Other,Christian,Europe,57420136,1099216688280.5,3,white,green,red,7,5,8
lillehammer-1994,Winter,1994,Norway,Japan,JPN,372,Other,Other,NA,125286862,4998797547740.97,2,white,white,white,1,2,2
lillehammer-1994,Winter,1994,Norway,Kazakhstan,KAZ,NA,NA,NA,NA,17043775,21250792886.1054,NA,NA,NA,NA,1,2,0
lillehammer-1994,Winter,1994,Norway,Netherlands,NLD,41,Other,Christian,Europe,15485453,379130260322.073,3,red,red,blue,0,1,3
lillehammer-1994,Winter,1994,Norway,Norway,NOR,324,Other,Christian,Europe,4336467,127131319428.701,3,red,red,red,10,11,5
lillehammer-1994,Winter,1994,Norway,Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1
lillehammer-1994,Winter,1994,Norway,Russian Federation,RUS,NA,NA,NA,NA,NA,395077301248.464,NA,NA,NA,NA,11,8,4
lillehammer-1994,Winter,1994,Norway,Slovenia,SVN,NA,NA,NA,NA,1988260,16389101593.5269,NA,NA,NA,NA,0,0,3
lillehammer-1994,Winter,1994,Norway,Sweden,SWE,450,Other,Christian,Europe,8780193,229033566614.826,2,blue,blue,blue,2,1,0
lillehammer-1994,Winter,1994,Norway,Switzerland,CHE,41,German,Christian,Europe,6993594,301375055202.164,2,red,red,red,3,4,2
lillehammer-1994,Winter,1994,Norway,Ukraine,UKR,NA,NA,NA,NA,52076000,52549580264.8064,NA,NA,NA,NA,1,0,1
lillehammer-1994,Winter,1994,Norway,United Kingdom,GBR,NA,NA,NA,NA,58003200,1140489745944.29,NA,NA,NA,NA,0,0,2
lillehammer-1994,Winter,1994,Norway,United States,USA,NA,NA,NA,NA,265474811,7287236000000,NA,NA,NA,NA,6,5,2
lillehammer-1994,Winter,1994,Norway,Uzbekistan,UZB,NA,NA,NA,NA,22463293,12899156990.6156,NA,NA,NA,NA,1,0,0
atlanta-1996,Summer,1996,United States,Algeria,DZA,2388,Arabic,Muslim,Asia,29033045,46941554225.3581,3,green,green,white,2,0,1
atlanta-1996,Summer,1996,United States,Argentina,ARG,2777,Spanish,Christian,S.America,35513794,272149750000,2,blue,blue,blue,0,2,1
atlanta-1996,Summer,1996,United States,Armenia,ARM,NA,NA,NA,NA,3278738,1596968946.23708,NA,NA,NA,NA,1,1,0
atlanta-1996,Summer,1996,United States,Australia,AUS,7690,English,Christian,Oceania,18305299,401341880620.728,3,blue,white,blue,9,9,23
atlanta-1996,Summer,1996,United States,Austria,AUT,84,German,Christian,Europe,7960918,237250948791.266,2,red,red,red,0,1,2
atlanta-1996,Summer,1996,United States,Azerbaijan,AZE,NA,NA,NA,NA,7830982,3176507376.31836,NA,NA,NA,NA,0,1,0
atlanta-1996,Summer,1996,United States,Bahamas,NA,19,English,Christian,N.America,306282,NA,3,blue,blue,blue,0,1,0
atlanta-1996,Summer,1996,United States,Belarus,BLR,NA,NA,NA,NA,10164023,14756846153.8462,NA,NA,NA,NA,1,6,8
atlanta-1996,Summer,1996,United States,Belgium,BEL,31,Other,Christian,Europe,10156973,279201433224.756,3,gold,black,red,2,2,2
atlanta-1996,Summer,1996,United States,Brazil,BRA,8512,Other,Christian,S.America,164202549,850426432991.742,4,green,green,green,3,3,9
atlanta-1996,Summer,1996,United States,Bulgaria,BGR,111,Other,Other,Europe,8291403,12294964837.6235,5,red,white,red,3,7,5
atlanta-1996,Summer,1996,United States,Burundi,BDI,28,Other,Other,Asia,6070509,869033856.317093,3,red,white,white,1,0,0
atlanta-1996,Summer,1996,United States,Canada,CAN,9976,English,Christian,N.America,29767210,630607994132.747,2,red,red,red,3,11,8
atlanta-1996,Summer,1996,United States,China,CHN,9561,Chinese,Other,NA,1230944812,863749314718.538,2,red,red,red,16,22,12
atlanta-1996,Summer,1996,United States,Chinese Taipei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
atlanta-1996,Summer,1996,United States,Costa Rica,CRI,NA,NA,NA,NA,3619014,11678424507.2457,NA,NA,NA,NA,1,0,0
atlanta-1996,Summer,1996,United States,Croatia,HRV,NA,NA,NA,NA,4562291,24147533317.0613,NA,NA,NA,NA,1,1,0
atlanta-1996,Summer,1996,United States,Cuba,CUB,115,Spanish,Other,N.America,10962011,25017368700,3,blue,blue,blue,9,8,8
atlanta-1996,Summer,1996,United States,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4
atlanta-1996,Summer,1996,United States,Democratic People's Republic of Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
atlanta-1996,Summer,1996,United States,Denmark,DNK,43,Other,Christian,Europe,5263072,187632346387.983,2,red,red,red,4,1,1
atlanta-1996,Summer,1996,United States,Ecuador,ECU,284,Spanish,Christian,S.America,11810954,25226393196.5983,3,gold,gold,red,1,0,0
atlanta-1996,Summer,1996,United States,Ethiopia,ETH,1222,Other,Christian,Asia,59467640,8761215548.48614,3,green,green,red,2,0,1
atlanta-1996,Summer,1996,United States,Finland,FIN,337,Other,Christian,Europe,5124716,132129174216.93,2,white,white,white,1,2,1
atlanta-1996,Summer,1996,United States,France,FRA,547,French,Christian,Europe,58380637,1605675086549.56,3,white,blue,red,15,7,15
atlanta-1996,Summer,1996,United States,Georgia,GEO,NA,NA,NA,NA,4812774,3095047603.8083,NA,NA,NA,NA,0,0,2
atlanta-1996,Summer,1996,United States,Germany,DEU,NA,NA,NA,NA,82263195,2497244606186.64,NA,NA,NA,NA,20,18,27
atlanta-1996,Summer,1996,United States,Greece,GRC,132,Other,Christian,Europe,10570081,145861612400.906,2,blue,blue,blue,4,4,0
atlanta-1996,Summer,1996,United States,"Hong Kong, China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
atlanta-1996,Summer,1996,United States,Hungary,HUN,93,Other,Other,Europe,10302236,46658755151.6017,3,red,red,green,7,4,10
atlanta-1996,Summer,1996,United States,India,IND,3268,Other,Other,NA,979678464,392896866204.516,4,orange,orange,green,0,0,1
