"postcode","pc_numeric","pc_character","city","suburb","latitude","longitude","asking_price","offered_since","living_area","available_now","type_build","volume","nr_rooms","build_year","bedrooms","bathrooms","alarm","jacuzzi","sauna","bath"
"3117 MP","3117"," MP","Schiedam","Fabribuurt",51.91667,4.392511,109500,"6+ months",90,0,"Existing",250,3,"1932",2,1,0,0,0,0
"3037 BS","3037"," BS","Rotterdam","Liskwartier",51.9326,4.47055,184500,"6+ months",100,0,"Existing",280,3,"1995",3,1,0,0,0,1
"3051 TX","3051"," TX","Rotterdam","Hillegersberg-Zuid",51.9432,4.47537,159500,"6+ months",102,0,"Existing",250,5,"1931",3,1,0,0,0,0
"3083 RC","3083"," RC","Rotterdam","Carnisse",51.89098,4.479773,169500,"6+ months",65,0,"Existing",200,3,"2010",2,1,0,0,0,0
"3067 HN","3067"," HN","Rotterdam","Het Lage Land",51.94248,4.543629,117500,"6+ months",75,0,"Existing",220,3,"1966",2,1,0,0,0,0
"3078 HM","3078"," HM","Rotterdam","Groot-IJsselmonde",51.8957,4.54107,118500,"6+ months",70,0,"Existing",210,3,"1961",2,1,0,0,0,1
"3112 AJ","3112"," AJ","Schiedam","Rotterdamsedijk",51.91425,4.409213,95000,"6+ months",65,0,"Existing",175,2,"1950",1,1,0,0,0,0
"3068 GW","3068"," GW","Rotterdam","Zevenkamp",51.96577,4.571816,112000,"6+ months",75,0,"Existing",200,4,"1983",3,1,0,0,0,0
"3025 BE","3025"," BE","Rotterdam","Bospolder",51.90601,4.444439,144000,"6+ months",90,0,"Existing",265,3,"1912",2,1,0,0,0,1
"3082 JM","3082"," JM","Rotterdam","Oud-Charlois",51.88514,4.460917,155000,"6+ months",85,1,"Existing",240,3,"2005",2,1,0,0,0,0
"3111 AK","3111"," AK","Schiedam","De Plantage",51.91031,4.404304,799000,"6+ months",310,0,"Existing",1100,5,"2010",4,2,0,0,0,0
"3082 LA","3082"," LA","Rotterdam","Oud-Charlois",51.891,4.472726,109900,"6+ months",70,0,"Existing",200,2,"1978",1,1,0,0,0,1
"2907 MH","2907"," MH","Capelle aan den IJssel","Kunstenaarsbuurt",51.95243,4.583619,87500,"6+ months",41,0,"Existing",115,2,"1984",1,1,0,0,0,0
"3118 BK","3118"," BK","Schiedam","Wibautbuurt",51.91798,4.388816,75000,"6+ months",45,0,"Existing",130,2,"1948",1,1,0,0,0,0
"3112 AM","3112"," AM","Schiedam","Rotterdamsedijk",51.91451,4.406443,109500,"6+ months",100,1,"Existing",290,3,"1935",2,1,0,0,0,1
"3112 AN","3112"," AN","Schiedam","Rotterdamsedijk",51.91456,4.405398,109500,"6+ months",76,1,"Existing",230,3,"1988",2,1,0,0,0,1
"3072 MH","3072"," MH","Rotterdam","Kop van Zuid",51.90399,4.485415,475800,"6+ months",122,0,"Existing",315,3,"2005",2,1,0,0,0,0
"3082 VA","3082"," VA","Rotterdam","Oud-Charlois",51.88894,4.466599,89000,"6+ months",52,0,"Existing",150,2,"1955",1,1,0,0,0,0
"3068 VB","3068"," VB","Rotterdam","Ommoord",51.95956,4.546063,149000,"6+ months",90,0,"Existing",265,4,"1970",3,1,0,0,0,0
"3032 HD","3032"," HD","Rotterdam","Oude Noorden",51.9269,4.483488,112500,"6+ months",42,0,"Existing",135,2,"1981",1,1,0,0,0,0
"3079 AV","3079"," AV","Rotterdam","Groot-IJsselmonde",51.88549,4.537433,84500,"6+ months",65,0,"Existing",175,3,"1964",2,1,0,0,0,0
"2907 EB","2907"," EB","Capelle aan den IJssel","Ervenbuurt",51.94528,4.576002,299000,"6+ months",120,0,"Existing",350,3,"1984",2,1,0,0,0,0
"2662 AE","2662"," AE","Bergschenhoek","Eilandenbuurt",51.9847,4.49528,265000,"3 months",107,0,"Existing",365,4,"2002",3,1,0,0,0,0
"3112 VN","3112"," VN","Schiedam","Stationsbuurt",51.9203,4.41075,107000,"6+ months",70,0,"Existing",200,3,"1986",2,1,0,0,0,0
"2902 JG","2902"," JG","Capelle aan den IJssel","Merelbuurt",51.92917,4.579978,95000,"6+ months",45,0,"Existing",125,2,"1968",1,1,0,0,0,0
"2902 GD","2902"," GD","Capelle aan den IJssel","Schildersbuurt",51.92707,4.582105,125000,"6+ months",70,0,"Existing",200,4,"1964",3,1,0,0,0,0
"3072 MJ","3072"," MJ","Rotterdam","Kop van Zuid",51.9044,4.486,598000,"6+ months",165,0,"Existing",445,4,"2006",2,1,0,0,0,1
"3119 TG","3119"," TG","Schiedam","Staatsliedenbuurt",51.9241,4.388905,79500,"6+ months",59,0,"Existing",160,3,"1960",2,1,0,0,0,0
"3025 NM","3025"," NM","Rotterdam","Bospolder",51.91024,4.438468,241000,"6+ months",105,0,"Existing",315,4,"2009",2,1,0,0,0,0
"3083 PR","3083"," PR","Rotterdam","Carnisse",51.8898,4.48115,75000,"6+ months",55,0,"Existing",150,3,"1938",2,1,0,0,0,0
"2911 RG","2911"," RG","Nieuwerkerk aan den IJssel","Esse Laag",51.96058,4.611851,249500,"6+ months",110,0,"Existing",300,4,"1999",3,1,0,0,0,1
"3176 VA","3176"," VA","Poortugaal","Valckesteyn",51.8626,4.39524,179000,"6+ months",75,0,"Existing",205,3,"2000",2,1,0,0,0,0
"2982 RG","2982"," RG","Ridderkerk","Ridderkerk-Centrum",51.87431,4.594716,109000,"6+ months",65,0,"Existing",195,3,"1955",2,1,0,0,0,0
"3053 WN","3053"," WN","Rotterdam","Schiebroek",51.96097,4.478409,145000,"6+ months",65,0,"Existing",165,3,"1960",2,1,0,0,0,0
"2905 RA","2905"," RA","Capelle aan den IJssel","Bergenbuurt",51.93901,4.604222,159000,"6+ months",82,0,"Existing",240,3,"1978",2,1,0,0,0,1
"3112 BJ","3112"," BJ","Schiedam","Rotterdamsedijk",51.91482,4.408185,104500,"6+ months",90,0,"Existing",260,4,"1937",2,1,0,0,0,0
"3011 WH","3011"," WH","Rotterdam","Stadsdriehoek",51.91861,4.490926,549000,"6+ months",145,0,"Existing",400,4,"2008",3,1,0,0,0,1
"3043 PC","3043"," PC","Rotterdam","Overschie",51.93835,4.424948,119500,"6+ months",100,0,"Existing",355,5,"1934",2,1,0,0,0,1
"3059 XT","3059"," XT","Rotterdam","Nesselande",51.98273,4.58235,549000,"6+ months",167,0,"Existing",485,3,"2008",2,1,1,0,0,1
"2994 DN","2994"," DN","Barendrecht","Vrijenburg",51.8588,4.501246,375000,"6+ months",151,0,"Existing",410,4,"2005",3,1,0,0,0,1
"3112 TA","3112"," TA","Schiedam","Singelkwartier",51.91893,4.407144,125000,"3 months",75,0,"Existing",225,4,"1900",3,1,0,0,0,1
"3028 VE","3028"," VE","Rotterdam","Oud-Mathenesse",51.91996,4.421922,88500,"6+ months",73,0,"Existing",200,3,"1950",2,1,0,0,0,0
"2987 RH","2987"," RH","Ridderkerk","Bolnes",51.89705,4.58462,375000,"6+ months",150,0,"Existing",450,3,"1998",2,1,0,0,0,1
"2902 HR","2902"," HR","Capelle aan den IJssel","Oude plaats",51.9238,4.58417,154000,"6+ months",90,1,"Existing",250,4,"1962",3,1,0,0,0,1
"3063 GE","3063"," GE","Rotterdam","Struisenburg",51.92055,4.501981,365000,"6+ months",165,0,"Existing",400,4,"1966",3,2,0,0,0,1
"3112 AL","3112"," AL","Schiedam","Rotterdamsedijk",51.91428,4.408303,116500,"6+ months",77,0,"Existing",200,3,"1950",2,1,0,0,0,0
"3023 JA","3023"," JA","Rotterdam","Nieuwe Westen",51.91625,4.445106,165000,"6+ months",76,0,"Existing",270,3,"1999",2,2,0,0,0,0
"3063 AC","3063"," AC","Rotterdam","Struisenburg",51.918,4.51365,279000,"6+ months",125,1,"Existing",325,3,"1969",1,1,0,1,0,0
"2983 AJ","2983"," AJ","Ridderkerk","Slikkeveer",51.88193,4.597125,139500,"6+ months",73,0,"Existing",215,3,"1966",2,1,0,0,0,0
"2913 LL","2913"," LL","Nieuwerkerk aan den IJssel","Verspreide huizen Zuidplaspolder",51.98788,4.599504,649000,"6+ months",160,0,"Existing",450,5,"1984",4,2,0,0,0,1
"3037 EM","3037"," EM","Rotterdam","Liskwartier",51.9343,4.474095,249000,"6+ months",115,0,"Existing",345,4,"1891",2,1,0,0,0,1
"3114 HD","3114"," HD","Schiedam","Maasboulevard",51.9026,4.40749,249000,"6+ months",91,0,"Existing",245,3,"1994",2,1,0,0,0,1
"3112 BA","3112"," BA","Schiedam","Rotterdamsedijk",51.91466,4.414881,109500,"6+ months",75,0,"Existing",200,3,"1959",2,1,0,0,0,0
"3112 AE","3112"," AE","Schiedam","Rotterdamsedijk",51.9141,4.41083,91950,"6+ months",75,0,"Existing",203,3,"1950",2,1,0,0,0,0
"3028 TN","3028"," TN","Rotterdam","Oud-Mathenesse",51.91675,4.421616,99500,"6+ months",60,0,"Existing",156,2,"1938",1,1,0,0,0,0
"2983 AX","2983"," AX","Ridderkerk","Slikkeveer",51.88263,4.598563,199500,"6+ months",87,0,"Existing",235,3,"2007",2,1,0,0,0,0
"3063 VE","3063"," VE","Rotterdam","De Esch",51.90647,4.522717,169000,"6+ months",85,0,"Existing",230,3,"1991",2,1,0,0,0,0
"2907 ED","2907"," ED","Capelle aan den IJssel","Ervenbuurt",51.94934,4.574422,115000,"6+ months",55,0,"Existing",145,2,"1980",1,1,0,0,0,0
"3063 AB","3063"," AB","Rotterdam","Struisenburg",51.91799,4.513651,259000,"6+ months",125,0,"Existing",325,3,"1969",2,1,0,0,0,0
"3077 MJ","3077"," MJ","Rotterdam","Oud-IJsselmonde",51.89742,4.524823,194500,"6+ months",93,1,"Existing",240,3,"1999",2,1,0,0,0,1
"3111 AP","3111"," AP","Schiedam","Walvisbuurt",51.9132,4.39995,89750,"6+ months",40,0,"Existing",108,2,"1980",1,1,0,0,0,0
"3112 MH","3112"," MH","Schiedam","Singelkwartier",51.91734,4.409933,194500,"3 months",128,0,"Existing",376,4,"1930",2,2,0,0,0,0
"2935 CT","2935"," CT","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.97062,4.653184,389000,"6 weeks",133,0,"Existing",450,5,"1899",4,1,0,0,0,1
"3112 BS","3112"," BS","Schiedam","Rotterdamsedijk",51.91504,4.403525,99000,"6+ months",65,0,"Existing",175,3,"1933",2,1,0,0,0,0
"3111 PN","3111"," PN","Schiedam","Brandersbuurt",51.91868,4.397164,148000,"6+ months",75,0,"Existing",195,2,"1989",1,1,0,0,0,0
"3028 GZ","3028"," GZ","Rotterdam","Oud-Mathenesse",51.91475,4.416184,79500,"6+ months",54,0,"Existing",135,3,"1950",2,1,0,0,0,0
"3117 RK","3117"," RK","Schiedam","Schrijversbuurt",51.91353,4.385362,129900,"6+ months",75,0,"Existing",200,3,"1928",2,1,0,0,0,0
"2987 AL","2987"," AL","Ridderkerk","Bolnes",51.89552,4.579473,118000,"6+ months",70,0,"Existing",200,4,"1957",3,1,0,0,0,0
"3078 HH","3078"," HH","Rotterdam","Groot-IJsselmonde",51.89568,4.542191,105000,"6+ months",65,0,"Existing",175,3,"1961",2,1,0,0,0,1
"3071 GK","3071"," GK","Rotterdam","Feijenoord",51.9133,4.508444,262000,"6+ months",115,0,"Existing",315,6,"2005",5,1,0,0,0,0
"3077 MP","3077"," MP","Rotterdam","Oud-IJsselmonde",51.89821,4.521343,277500,"6+ months",115,0,"Existing",290,4,"2005",3,1,0,0,0,0
"3011 VX","3011"," VX","Rotterdam","Stadsdriehoek",51.91533,4.485925,149500,"6+ months",67,0,"Existing",180,3,"1981",2,1,0,0,0,0
"2926 VH","2926"," VH","Krimpen aan den IJssel","Lansingh-Zuid",51.90927,4.609264,259000,"6+ months",102,0,"Existing",300,3,"2007",2,1,0,0,0,1
"3039 DB","3039"," DB","Rotterdam","Blijdorp",51.9342,4.45647,114500,"6+ months",52,0,"Existing",151,3,"1940",2,1,0,0,0,0
"3261 EX","3261"," EX","Oud-Beijerland","Centrum-Noord",51.82838,4.413606,398000,"6+ months",115,0,"Existing",300,4,"2006",2,1,0,0,0,0
"2993 TA","2993"," TA","Barendrecht","Voordijk",51.85363,4.501914,749000,"6+ months",185,0,"Existing",615,6,"2007",5,2,0,0,0,1
"3067 NW","3067"," NW","Rotterdam","Het Lage Land",51.93991,4.54583,197000,"6+ months",90,0,"Existing",243,3,"2008",2,1,0,0,0,1
"3077 RG","3077"," RG","Rotterdam","Beverwaard",51.89269,4.569454,95000,"6+ months",75,0,"Existing",210,3,"1985",2,1,0,0,0,0
"3066 JB","3066"," JB","Rotterdam","Prinsenland",51.93528,4.542904,399000,"6+ months",151,0,"Existing",410,3,"1994",2,2,0,0,0,1
"3067 PV","3067"," PV","Rotterdam","Oosterflank",51.943,4.55863,125000,"6+ months",80,0,"Existing",220,3,"1980",2,1,0,0,0,0
"2905 AB","2905"," AB","Capelle aan den IJssel","Amerikaansebuurt",51.9392,4.60058,179500,"6+ months",100,0,"Existing",270,3,"2000",3,1,0,0,0,1
"2986 GE","2986"," GE","Ridderkerk","Drievliet",51.86524,4.617621,225000,"6+ months",120,0,"Existing",325,5,"1986",4,1,0,0,0,1
"3059 RA","3059"," RA","Rotterdam","Nesselande",51.98301,4.590148,234500,"<1 week",110,0,"Existing",285,4,"2002",2,1,0,0,0,0
"3055 SJ","3055"," SJ","Rotterdam","Molenlaankwartier",51.96097,4.509478,1115000,"<1 week",252,0,"Existing",850,6,"1961",5,2,1,0,0,1
"3082 PV","3082"," PV","Rotterdam","Oud-Charlois",51.88617,4.460803,209000,"<1 week",133,0,"Existing",300,5,"1930",4,2,0,0,0,0
"3072 WJ","3072"," WJ","Rotterdam","Katendrecht",51.90031,4.475716,395000,"<1 week",148,0,"Existing",445,5,"2004",3,1,0,0,0,0
"3059 ME","3059"," ME","Rotterdam","Nesselande",51.97571,4.584014,3e+05,"<1 week",116,0,"Existing",370,5,"2006",4,1,0,0,0,1
"3055 NK","3055"," NK","Rotterdam","Molenlaankwartier",51.9552,4.51091,469000,"<1 week",131,0,"Existing",432,5,"1954",4,1,0,0,0,1
"3079 DJ","3079"," DJ","Rotterdam","Groot-IJsselmonde",51.87957,4.540274,189000,"1 week",110,1,"Existing",300,6,"1930",3,1,0,0,0,1
"2923 CK","2923"," CK","Krimpen aan den IJssel","Kortland-Zuid",51.91322,4.60061,169500,"1 week",120,1,"Existing",420,5,"1967",4,1,0,0,0,1
"2993 VC","2993"," VC","Barendrecht","Gaatkensoog",51.8473,4.491018,229500,"1 week",125,0,"Existing",405,4,"2001",3,2,0,0,0,1
"2761 TM","2761"," TM","Zevenhuizen Zh","Zevenhuizen-West 2",52.00605,4.578584,529000,"1 week",178,0,"Existing",650,5,"1983",3,1,0,0,0,1
"3079 DG","3079"," DG","Rotterdam","Groot-IJsselmonde",51.8744,4.543195,150000,"1 week",141,0,"Existing",400,5,"1933",3,1,0,0,0,1
"3274 BH","3274"," BH","Heinenoord","Goidschalxoord",51.82787,4.45395,172500,"1 week",75,0,"Existing",300,2,"1900",1,1,0,0,0,0
"3114 NW","3114"," NW","Schiedam","Noletbuurt",51.90617,4.407248,172500,"3 months",115,1,"Existing",335,4,"1909",3,1,0,0,0,1
"3068 CR","3068"," CR","Rotterdam","Ommoord",51.95453,4.542116,175000,"2 weeks",100,1,"Existing",360,5,"1969",4,1,0,0,0,0
"3069 DL","3069"," DL","Rotterdam","Ommoord",51.96601,4.531264,189500,"2 weeks",90,0,"Existing",270,3,"1980",2,1,0,0,0,0
"3068 PH","3068"," PH","Rotterdam","Ommoord",51.95515,4.548851,167500,"2 weeks",100,0,"Existing",360,5,"1969",4,1,0,0,0,0
"3045 PM","3045"," PM","Rotterdam","Hillegersberg-Zuid",51.94556,4.465224,499000,"2 weeks",130,0,"Existing",385,5,"1930",4,1,0,0,0,1
"3332 JL","3332"," JL","Zwijndrecht","Staatsliedenbuurt-Noord",51.82898,4.654324,298000,"3 weeks",180,0,"Existing",550,6,"1974",5,1,0,0,0,1
"3112 ER","3112"," ER","Schiedam","Natuurkundigenbuurt",51.91693,4.404358,250000,"4 months",116,0,"Existing",275,2,"1870",1,1,0,0,0,1
"3077 HL","3077"," HL","Rotterdam","Beverwaard",51.8907,4.56677,187500,"4 weeks",120,0,"Existing",350,5,"1984",4,1,0,0,0,0
"3077 TM","3077"," TM","Rotterdam","Beverwaard",51.89721,4.563309,170000,"4 weeks",120,1,"Existing",336,5,"1985",4,1,0,0,0,0
"3086 BC","3086"," BC","Rotterdam","Pendrecht",51.87646,4.475382,250000,"4 weeks",114,0,"Existing",360,6,"2005",3,1,0,0,0,1
"3055 WD","3055"," WD","Rotterdam","Molenlaankwartier",51.96777,4.502909,1385000,"5 weeks",228,0,"Existing",800,6,"1980",4,2,1,0,0,1
"2995 VT","2995"," VT","Heerjansdam","Dorp-Zuidoost",51.83308,4.568114,4e+05,"6 weeks",150,0,"Existing",530,3,"1988",2,1,0,0,0,1
"3117 PG","3117"," PG","Schiedam","Schrijversbuurt",51.91331,4.387786,224500,"7 weeks",165,0,"Existing",450,5,"1928",4,1,0,0,0,1
"2651 VD","2651"," VD","Berkel en Rodenrijs","Componistenbuurt",52.00087,4.492511,205000,"7 weeks",145,0,"Existing",370,5,"1972",4,1,0,0,0,0
"3068 LE","3068"," LE","Rotterdam","Hoofdweg Sector A",51.9586,4.56617,250000,"7 weeks",150,0,"Existing",420,5,"1996",4,1,0,0,0,1
"3074 BS","3074"," BS","Rotterdam","Hillesluis",51.89213,4.512582,249000,"8 weeks",198,0,"Existing",500,6,"1927",4,2,0,0,0,1
"3076 BT","3076"," BT","Rotterdam","Lombardijen",51.8825,4.52196,175000,"2 months",105,0,"Existing",330,4,"1985",3,1,0,0,0,0
"2994 GD","2994"," GD","Barendrecht","Vrijenburg",51.85721,4.499768,291000,"2 months",127,0,"New",512,5,"2015",3,1,0,0,0,0
"2914 EC","2914"," EC","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.96891,4.618941,199000,"4 months",100,0,"Existing",315,5,"1982",4,1,0,0,0,1
"3076 JE","3076"," JE","Rotterdam","Lombardijen",51.8699,4.530976,325000,"2 months",110,0,"Existing",310,4,"1990",3,1,0,0,0,1
"2994 GD","2994"," GD","Barendrecht","Vrijenburg",51.85672,4.499704,295000,"2 months",144,0,"New",500,5,"2016",3,1,0,0,0,0
"3077 VG","3077"," VG","Rotterdam","Beverwaard",51.89081,4.569093,169000,"2 months",122,0,"Existing",340,4,"1981",3,1,0,0,0,0
"2912 CW","2912"," CW","Nieuwerkerk aan den IJssel","Kern Nieuwerkerk",51.96927,4.605465,239000,"6 weeks",109,0,"Existing",350,5,"1986",4,1,0,0,0,1
"3086 EV","3086"," EV","Rotterdam","Pendrecht",51.87419,4.472986,119500,"2 months",85,0,"Existing",240,5,"1957",4,1,0,0,0,0
"3077 RE","3077"," RE","Rotterdam","Beverwaard",51.89197,4.567058,129500,"2 months",108,0,"Existing",295,5,"1984",4,1,0,0,0,1
"3032 TS","3032"," TS","Rotterdam","Agniesebuurt",51.93202,4.472308,375000,"3 months",204,0,"Existing",506,6,"Before 1906",5,1,0,0,0,1
"3068 AH","3068"," AH","Rotterdam","Ommoord",51.9546,4.53391,195000,"3 months",135,0,"Existing",405,5,"1973",4,1,0,0,0,1
"3076 TD","3076"," TD","Rotterdam","Lombardijen",51.87293,4.517705,185000,"3 months",100,0,"Existing",270,4,"1961",3,1,0,0,0,1
"2906 LH","2906"," LH","Capelle aan den IJssel","Bloemenbuurt-Oost",51.9364,4.57831,575000,"3 months",210,0,"Existing",700,9,"1937",6,1,0,0,0,1
"3073 CR","3073"," CR","Rotterdam","Bloemhof",51.8904,4.49514,269500,"3 months",160,0,"Existing",408,7,"1925",6,1,0,0,0,1
"3055 WT","3055"," WT","Rotterdam","Molenlaankwartier",51.9676,4.49783,1100000,"3 months",292,0,"Existing",1015,6,"1990",4,1,1,0,0,1
"3071 MD","3071"," MD","Rotterdam","Kop van Zuid-Entrepot",51.90609,4.501118,349000,"3 months",135,0,"Existing",365,5,"1999",4,2,0,0,0,1
"3065 EJ","3065"," EJ","Rotterdam","'s-Gravenland",51.92347,4.560817,885000,"2 months",265,0,"Existing",927,7,"1995",6,1,0,0,0,0
"2661 AZ","2661"," AZ","Bergschenhoek","Beemdenbuurt",51.98923,4.494738,279000,"3 months",100,0,"Existing",258,4,"1976",3,1,0,0,0,1
"3054 VG","3054"," VG","Rotterdam","Hillegersberg-Noord",51.96745,4.491385,895000,"3 months",215,0,"Existing",580,5,"2005",4,2,1,0,0,1
"2992 WL","2992"," WL","Barendrecht","Molenvliet 1",51.85085,4.533132,225000,"3 months",100,0,"Existing",325,4,"1985",3,1,0,0,0,1
"2991 NC","2991"," NC","Barendrecht","Oranjewijk 2",51.8471,4.55551,525000,"3 months",118,0,"Existing",431,4,"1978",3,1,0,0,0,0
"2642 DW","2642"," DW","Pijnacker","Tolhek",52.00445,4.453884,1170000,"3 months",230,0,"Existing",1400,7,"2008",3,2,1,1,1,0
"2652 DC","2652"," DC","Berkel en Rodenrijs","Havenbuurt",51.99416,4.46603,275000,"4 months",125,0,"Existing",365,5,"2004",3,1,0,0,0,1
"3195 VZ","3195"," VZ","Pernis Rotterdam","Pernis",51.89074,4.383856,174000,"4 months",120,0,"Existing",370,4,"2005",3,1,0,0,0,1
"3176 XA","3176"," XA","Poortugaal","Valckesteyn",51.863,4.3986,669000,"4 months",270,0,"Existing",750,7,"2000",5,2,1,0,0,1
"2911 CH","2911"," CH","Nieuwerkerk aan den IJssel","Verspreide huizen Esse Polder",51.95499,4.616792,1485000,"4 months",327,0,"Existing",1360,7,"1991",4,2,1,1,1,1
"3274 MB","3274"," MB","Heinenoord","Uitbreiding Dorp Heinenoord",51.8284,4.48688,975000,"4 months",304,0,"Existing",1275,7,"1992",4,3,1,1,1,1
"3054 AR","3054"," AR","Rotterdam","Hillegersberg-Noord",51.95084,4.490158,625000,"4 months",135,0,"Existing",385,4,"1920",3,1,0,0,0,1
"3078 JK","3078"," JK","Rotterdam","Groot-IJsselmonde",51.8927,4.543087,219000,"4 months",110,0,"Existing",295,5,"1958",4,1,0,0,0,0
"2925 AA","2925"," AA","Krimpen aan den IJssel","Langeland",51.9204,4.609115,330000,"4 months",150,0,"Existing",450,5,"1975",4,1,0,0,0,1
"3071 MD","3071"," MD","Rotterdam","Kop van Zuid-Entrepot",51.90573,4.500717,339000,"4 months",135,0,"Existing",365,5,"1999",4,1,0,0,0,1
"3055 XD","3055"," XD","Rotterdam","Molenlaankwartier",51.95499,4.517483,1225000,"4 months",337,0,"Existing",1215,7,"2008",5,1,1,0,1,1
"3171 HC","3171"," HC","Poortugaal","Landweg",51.85466,4.401173,369000,"4 months",175,0,"Existing",475,6,"1994",5,1,0,0,0,1
"3078 PD","3078"," PD","Rotterdam","Groot-IJsselmonde",51.88654,4.545479,215000,"4 months",118,0,"Existing",360,5,"1988",4,1,0,0,0,0
"3162 SC","3162"," SC","Rhoon","De Eilanden",51.85265,4.479252,625000,"4 months",245,0,"Existing",640,6,"2002",4,1,1,1,1,1
"3066 VM","3066"," VM","Rotterdam","Prinsenland",51.93261,4.556092,225000,"4 months",110,0,"Existing",300,4,"1993",3,1,0,0,0,1
"3069 WH","3069"," WH","Rotterdam","Zevenkamp",51.966,4.566035,197500,"4 months",115,0,"Existing",325,6,"1983",5,1,0,0,0,1
"3111 AG","3111"," AG","Schiedam","De Plantage",51.91172,4.402643,450000,"4 months",210,0,"Existing",630,6,"1913",4,2,0,0,0,1
"3078 PD","3078"," PD","Rotterdam","Groot-IJsselmonde",51.88721,4.545454,265000,"5 months",141,0,"Existing",328,6,"1941",5,1,0,0,0,0
"3082 HJ","3082"," HJ","Rotterdam","Oud-Charlois",51.88551,4.461674,189000,"5 months",110,0,"Existing",290,5,"2004",4,1,0,0,0,0
"2935 BJ","2935"," BJ","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.94676,4.640417,945000,"5 months",410,0,"Existing",1600,8,"Before 1906",6,2,0,0,1,0
"2951 XS","2951"," XS","Alblasserdam","Schrijversbuurt",51.865,4.66878,195000,"5 months",129,0,"Existing",395,5,"1970",3,1,0,0,0,1
"2994 GN","2994"," GN","Barendrecht","Vrijenburg",51.85777,4.500735,453000,"5 months",187,0,"New",697,5,"2016",3,1,0,0,0,1
"2994 GN","2994"," GN","Barendrecht","Vrijenburg",51.85785,4.499764,469500,"6+ months",170,0,"New",650,5,"2016",3,1,0,0,0,1
"3111 CG","3111"," CG","Schiedam","Binnenstad",51.9143,4.400722,298000,"6+ months",160,0,"Existing",255,5,"1870",2,1,0,0,0,1
"3065 SB","3065"," SB","Rotterdam","'s-Gravenland",51.92132,4.538624,748000,"6+ months",187,0,"Existing",730,6,"2009",5,1,0,0,0,1
"3024 SB","3024"," SB","Rotterdam","Delfshaven",51.90669,4.450345,375000,"6+ months",152,0,"Existing",575,5,"2012",4,1,0,0,0,0
"2986 CJ","2986"," CJ","Ridderkerk","Drievliet",51.86403,4.611074,225000,"6+ months",130,1,"Existing",380,5,"1977",4,1,0,0,0,0
"3077 GL","3077"," GL","Rotterdam","Oud-IJsselmonde",51.899,4.56508,250000,"6+ months",130,0,"Existing",350,5,"1994",3,1,0,0,0,1
"3162 XJ","3162"," XJ","Rhoon","Driehoek",51.85836,4.467674,3e+05,"6+ months",140,0,"Existing",450,6,"2009",5,1,0,0,0,0
"3114 NR","3114"," NR","Schiedam","Noletbuurt",51.90593,4.405466,91500,"6+ months",75,1,"Existing",185,4,"1840",3,1,0,0,0,0
"3332 JC","3332"," JC","Zwijndrecht","Staatsliedenbuurt-Noord",51.82941,4.65771,224500,"6+ months",140,0,"Existing",420,6,"1972",5,1,0,0,0,0
"3176 TC","3176"," TC","Poortugaal","Valckesteyn",51.86138,4.401931,234500,"6+ months",115,0,"Existing",350,4,"1998",3,2,0,0,0,1
"2952 AV","2952"," AV","Alblasserdam","Polder Vinkenwaard",51.86098,4.671152,7e+05,"6+ months",160,0,"Existing",580,5,"1997",4,2,0,0,0,0
"2907 GB","2907"," GB","Capelle aan den IJssel","Instrumentenbuurt",51.95014,4.583679,260000,"6+ months",145,0,"Existing",460,6,"1982",4,1,0,0,0,1
"3085 VL","3085"," VL","Rotterdam","Zuidwijk",51.87624,4.496372,250000,"6+ months",135,1,"Existing",410,6,"1998",4,1,0,0,0,1
"3116 JR","3116"," JR","Schiedam","Haverschmidtkwartier",51.91004,4.385203,595000,"6+ months",275,0,"Existing",600,7,"1931",6,2,1,0,0,1
"2935 CE","2935"," CE","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.96539,4.642712,475000,"6+ months",165,0,"Existing",525,5,"1981",4,2,0,0,0,1
"3195 VA","3195"," VA","Pernis Rotterdam","Pernis",51.89024,4.385355,179000,"6+ months",105,0,"Existing",310,4,"1925",3,1,0,0,0,0
"3076 BJ","3076"," BJ","Rotterdam","Lombardijen",51.88365,4.522585,285000,"6+ months",175,0,"Existing",830,8,"1968",5,1,0,0,0,1
"3176 TD","3176"," TD","Poortugaal","Valckesteyn",51.86271,4.400991,309000,"6+ months",130,0,"Existing",510,5,"1997",4,1,0,0,0,1
"3055 WR","3055"," WR","Rotterdam","Molenlaankwartier",51.96666,4.50223,1225000,"5 months",191,0,"Existing",865,5,"1974",4,2,1,0,0,1
"2661 DD","2661"," DD","Bergschenhoek","Schreyracker",51.99248,4.518978,1600000,"6+ months",250,0,"Existing",7800,4,"1788",3,2,1,0,0,1
"2911 PG","2911"," PG","Nieuwerkerk aan den IJssel","Esse Hoog",51.96536,4.620893,559000,"4 months",143,0,"Existing",550,5,"2001",4,1,1,0,0,1
"3195 XR","3195"," XR","Pernis Rotterdam","Pernis",51.8855,4.38567,385000,"6+ months",124,0,"Existing",420,4,"1916",3,1,0,0,0,1
